task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
CartPole-v1,kahkm_nlms,30,12.0,1e-06,2000,1000,1.149374008178711,0.27915483170547556,0.4246722972381405
