n_clusters,omega,n_completed,effective_regimes_min,effective_regimes_max,train_closure_error_mean,train_closure_error_std,train_closure_error_min,train_closure_error_max,test_closure_error_mean,test_closure_error_std,test_closure_error_min,test_closure_error_max,train_association_r2_mean,train_association_r2_std,train_association_r2_min,train_association_r2_max,test_association_r2_mean,test_association_r2_std,test_association_r2_min,test_association_r2_max,raw_predicted_simplex_violation_mean,raw_predicted_simplex_violation_std,raw_predicted_simplex_violation_min,raw_predicted_simplex_violation_max,projected_stochastic_simplex_violation_mean,projected_stochastic_simplex_violation_std,projected_stochastic_simplex_violation_min,projected_stochastic_simplex_violation_max,B_raw_spectral_radius_mean,B_raw_spectral_radius_std,B_raw_spectral_radius_min,B_raw_spectral_radius_max,B_raw_min_entry_mean,B_raw_min_entry_std,B_raw_min_entry_min,B_raw_min_entry_max,B_raw_max_entry_mean,B_raw_max_entry_std,B_raw_max_entry_min,B_raw_max_entry_max,fit_seconds_mean,fit_seconds_std,fit_seconds_min,fit_seconds_max,eval_seconds_mean,eval_seconds_std,eval_seconds_min,eval_seconds_max,total_seconds_mean,total_seconds_std,total_seconds_min,total_seconds_max
15,12.0,1,15,15,0.00023158514965117844,0.0,0.00023158514965117844,0.00023158514965117844,6.870653233889574e-07,0.0,6.870653233889574e-07,6.870653233889574e-07,0.9988156460847881,0.0,0.9988156460847881,0.9988156460847881,0.9992224817173454,0.0,0.9992224817173454,0.9992224817173454,4.494824136971941e-05,0.0,4.494824136971941e-05,4.494824136971941e-05,4.440892098500626e-16,0.0,4.440892098500626e-16,4.440892098500626e-16,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,-0.03171248347996778,0.0,-0.03171248347996778,-0.03171248347996778,1.0013414593162515,0.0,1.0013414593162515,1.0013414593162515,0.24565410614013672,0.0,0.24565410614013672,0.24565410614013672,0.007354736328125,0.0,0.007354736328125,0.007354736328125,0.2530181407928467,0.0,0.2530181407928467,0.2530181407928467
