task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
CartPole-v1,kahkm_nlms,80,4.0,1e-06,2000,1000,1.44651198387146,0.27644636648987025,0.30376315835681145
