estimator,split,closure_error,association_r2,simplex_violation,spectral_radius,fro_norm,min_entry,max_entry,row_sum_min,row_sum_max,seed
ridge_1e-06,test,1.8736670004633542e-06,0.9978796625315318,0.00022244374060667122,0.9999999892738205,3.848073280188606,-0.08583047623366206,1.014758585012731,0.9999977138503198,1.0000019463449983,1
ridge_0.0001,train,0.0001699845241523038,0.9991306789878002,0.004092321991315566,0.999998955635637,3.843028629856407,-0.0849345495988704,1.0142108367435383,0.9997721180191366,1.000193707480504,1
ridge_0.0001,test,1.8698115070200078e-06,0.9978840256052293,0.0002230113476879325,0.999998955635637,3.843028629856407,-0.0849345495988704,1.0142108367435383,0.9997721180191366,1.000193707480504,1
ridge_0.01,train,0.000280695784954904,0.9985644884726177,0.003884169250510229,0.9999363057990519,3.509406103858855,-0.07429073424712114,0.972248294334897,0.9823242674105487,1.0132615137211372,1
ridge_0.01,test,9.547950815285289e-06,0.9891950502113054,0.000305770840639347,0.9999363057990519,3.509406103858855,-0.07429073424712114,0.972248294334897,0.9823242674105487,1.0132615137211372,1
nlms,train,0.0002081535013830016,0.9990426956370468,0.0018264869465219142,0.9999999999999997,3.8568789736040308,-0.03136860264663648,1.000806207964649,0.9999999999999943,1.0000000000000073,2
nlms,test,1.577071103473386e-05,0.9846460019592209,4.440892098500626e-16,0.9999999999999997,3.8568789736040308,-0.03136860264663648,1.000806207964649,0.9999999999999943,1.0000000000000073,2
ols,train,0.0001474943626912153,0.9993216688838902,0.0018008934143585677,1.0000000000000016,3.8562314360077896,-0.10296292791921435,1.01223042797895,0.999999999999998,1.0000000000000062,2
ols,test,1.6371288621405573e-05,0.9840612935672668,6.342397429888539e-05,1.0000000000000016,3.8562314360077896,-0.10296292791921435,1.01223042797895,0.999999999999998,1.0000000000000062,2
row_stochastic_nlms,train,0.0004335071742538678,0.9980062871557414,5.551115123125783e-16,1.0000000000000007,3.8281103526646225,0.0,0.9977056216257764,0.9999999999999998,1.0000000000000002,2
row_stochastic_nlms,test,4.5880463944701e-05,0.9553318457255684,4.440892098500626e-16,1.0000000000000007,3.8281103526646225,0.0,0.9977056216257764,0.9999999999999998,1.0000000000000002,2
ridge_1e-10,train,0.00014749436269121533,0.9993216688838902,0.001800893414222894,1.000000000000319,3.8562314312473887,-0.10296292725521348,1.0122304276962062,0.9999999995629067,1.0000000003199252,2
ridge_1e-10,test,1.637128861326665e-05,0.9840612935751907,6.342397260778495e-05,1.000000000000319,3.8562314312473887,-0.10296292725521348,1.0122304276962062,0.9999999995629067,1.0000000003199252,2
ridge_1e-08,train,0.00014749436269141704,0.9993216688838893,0.0018008934008634286,1.00000000003191,3.8562309599619446,-0.10296286152053721,1.012230399704939,0.9999999562807814,1.0000000319924984,2
ridge_1e-08,test,1.637128780767626e-05,0.9840612943594947,6.342380511136484e-05,1.00000000003191,3.8562309599619446,-0.10296286152053721,1.012230399704939,0.9999999562807814,1.0000000319924984,2
ridge_1e-06,train,0.0001474943647073286,0.999321668874618,0.0018008920650610005,1.0000000031450647,3.8561838342037285,-0.10295628825672429,1.0122276006159259,0.9999956283592131,1.0000031989772853,2
ridge_1e-06,test,1.6371207492292163e-05,0.9840613725526877,6.340705594551615e-05,1.0000000031450647,3.8561838342037285,-0.10295628825672429,1.0122276006159259,0.9999956283592131,1.0000031989772853,2
