system,train_seeds_used,n_train_snapshots,n_clusters,omega,tau,kahkm_train_closure_error,kahkm_train_association_r2,state_dmd_one_step_train_error,state_edmd_poly2_one_step_train_error,state_edmd_poly3_one_step_train_error,kahkm_fit_seconds,baseline_fit_seconds
vanderpol,0 1 2,3600,20,4.0,1e-06,0.0014846414816175617,0.9981990193081177,0.0001972477947820469,0.00019464769805280577,2.1855345163353607e-10,2.1600489616394043,0.0005767345428466797
