n_clusters,omega,horizon,n_runs,relative_association_error_mean,relative_association_error_std,association_r2_mean,association_r2_std,simplex_violation_mean,simplex_violation_max,train_closure_error_mean,fit_seconds_mean
15,4.0,100,3,0.00010010602704705109,5.599710742139822e-05,-1.3156807768196181,0.8536121468911266,6.994405055138486e-15,1.1435297153639112e-14,0.0003962396521857065,0.5527023474375407
15,4.0,200,3,0.00017455631452451415,0.00012477778642288722,-5.10573221228284,3.29453065356363,1.3470706032118565e-14,2.3425705819590803e-14,0.0003962396521857065,0.5527023474375407
15,6.0,1,3,1.6640324858376953e-07,1.1668902203759018e-07,0.9989649891981293,0.0005897516381537034,4.440892098500626e-16,4.440892098500626e-16,0.0003175135505644457,0.5546199480692545
15,6.0,10,3,8.703474975013338e-06,4.194811854683301e-06,0.9396234992120044,0.013010064103862639,2.502977402532359e-05,7.508932207397236e-05,0.0003175135505644457,0.5546199480692545
15,6.0,50,3,0.00012098249447511789,7.060624985323139e-05,0.04533298675749701,0.3224701941994878,4.3097671098264014e-05,0.00012929301328946298,0.0003175135505644457,0.5546199480692545
15,6.0,100,3,0.00016304376710932537,9.714278668706845e-05,-0.8155050072193795,0.7160180734213991,0.0001328286437954067,0.00026539861317205347,0.0003175135505644457,0.5546199480692545
15,6.0,200,3,0.00024581398597420403,0.0001487437982757453,-3.1156146247346417,1.6869549088121865,4.7994893723140295e-05,0.00011522655638542475,0.0003175135505644457,0.5546199480692545
15,8.0,1,3,1.3150698662057968e-07,7.455125096408797e-08,0.9994935543625576,0.00015398818767166383,9.860389255653337e-07,2.958116775474756e-06,0.0003196734483208319,0.5508508682250977
15,8.0,10,3,1.1656612512686514e-05,7.364923282268412e-06,0.952144223495516,0.018877868252946697,4.020048370935936e-05,0.00012060145112374821,0.0003196734483208319,0.5508508682250977
15,8.0,50,3,0.0001590430877605975,8.71681469374975e-05,0.25607863052182434,0.22241290619102771,0.0003607985264079927,0.00040634884515599825,0.0003196734483208319,0.5508508682250977
15,8.0,100,3,0.00018215928986587727,8.537612177899968e-05,-0.22093239716906313,0.2919305091988661,0.0006055858086209902,0.0013799028209160985,0.0003196734483208319,0.5508508682250977
15,8.0,200,3,0.00031866129928116406,0.0001652736998482212,-2.2539938985604895,1.0008140218746824,0.000548386641389452,0.0013547205050890108,0.0003196734483208319,0.5508508682250977
15,10.0,1,3,1.8211026403814116e-07,1.21801821438942e-07,0.9995198732476331,0.00019580912669896392,3.5338039776254466e-07,1.060141192177411e-06,0.00041416178386910485,0.5527133146921793
15,10.0,10,3,1.683987054703928e-05,1.10982353431564e-05,0.952675799034213,0.020087675536669035,2.4286664412872516e-05,3.892255681679651e-05,0.00041416178386910485,0.5527133146921793
15,10.0,50,3,0.00019950876286395464,0.00011473298025503288,0.36979808661432273,0.219840064885243,0.0004892943312328197,0.0006431749808446999,0.00041416178386910485,0.5527133146921793
15,10.0,100,3,0.00023181252128073824,0.00011507821667221501,-0.04861244588977235,0.27982718716284405,0.001053611836011597,0.0024669338587336056,0.00041416178386910485,0.5527133146921793
15,10.0,200,3,0.0005199222324779795,0.0002804991160513539,-2.65946945242135,1.1677525279779843,0.0011622161229884916,0.001884535596604551,0.00041416178386910485,0.5527133146921793
15,12.0,1,3,2.716776243107985e-07,1.9041935432166422e-07,0.999461408771863,0.0002335018418546284,6.763682476789174e-08,2.029104731934522e-07,0.0005826192456688493,0.5543591181437174
15,12.0,10,3,2.421908919039896e-05,1.646699607878338e-05,0.9486123334166322,0.022400203994949554,4.044993062238628e-05,6.598428536139529e-05,0.0005826192456688493,0.5543591181437174
15,12.0,50,3,0.0002596568555464949,0.00015839085707586954,0.3861024791561998,0.2281105078401941,0.0009802706872412508,0.0014620584484624584,0.0005826192456688493,0.5543591181437174
15,12.0,100,3,0.00031279031947134886,0.0001792052117738423,-0.043061747288808884,0.37157476275942586,0.001561140507024148,0.0029622595839579593,0.0005826192456688493,0.5543591181437174
