n_clusters,omega,seed,horizon,n_eval_starts,relative_association_error,association_r2,simplex_violation,train_closure_error,train_association_r2,fit_seconds
10,4.0,2,50,351,2.516204748910532e-05,0.47197692652350576,8.881784197001252e-15,0.00011098188511265746,0.9993389906924613,0.5590019226074219
10,4.0,2,100,301,3.823580281787389e-05,-0.11047690902263141,1.709743457922741e-14,0.00011098188511265746,0.9993389906924613,0.5590019226074219
10,4.0,2,200,201,9.47347966746878e-05,-3.469249412298285,3.2862601528904634e-14,0.00011098188511265746,0.9993389906924613,0.5590019226074219
10,6.0,0,1,400,1.6324982761076398e-07,0.9985434885735391,4.440892098500626e-16,0.00023907674594447412,0.9992218630841846,0.5727760791778564
10,6.0,0,10,391,1.29941523977175e-05,0.8802305961478112,1.7117943235718947e-05,0.00023907674594447412,0.9992218630841846,0.5727760791778564
10,6.0,0,50,351,8.129792372998708e-05,0.12335694333903313,0.00014038574059386792,0.00023907674594447412,0.9992218630841846,0.5727760791778564
10,6.0,0,100,301,5.960788905787589e-05,0.1766681328365438,8.789968681342645e-05,0.00023907674594447412,0.9992218630841846,0.5727760791778564
10,6.0,0,200,201,5.5886148059350235e-05,-0.32151727971889255,8.839388448159658e-05,0.00023907674594447412,0.9992218630841846,0.5727760791778564
10,6.0,1,1,400,2.1568982936364566e-08,0.9996950083577082,4.440892098500626e-16,7.237204422129575e-05,0.9994295431513079,0.5625767707824707
10,6.0,1,10,391,1.833780770435257e-06,0.972666131757944,8.881784197001252e-16,7.237204422129575e-05,0.9994295431513079,0.5625767707824707
10,6.0,1,50,351,2.0732427223665923e-05,0.6490395334531347,3.1086244689504383e-15,7.237204422129575e-05,0.9994295431513079,0.5625767707824707
10,6.0,1,100,301,3.611242134572125e-05,0.21413158286193212,4.440892098500626e-15,7.237204422129575e-05,0.9994295431513079,0.5625767707824707
10,6.0,1,200,201,2.7905465526410177e-05,0.06844898660122534,8.43769498715119e-15,7.237204422129575e-05,0.9994295431513079,0.5625767707824707
10,6.0,2,1,400,7.742474686396576e-08,0.9993305360506061,4.440892098500626e-16,0.00018011520751945348,0.9993075556585541,0.5450890064239502
10,6.0,2,10,391,6.4867297173012805e-06,0.9389092622779546,2.220446049250313e-15,0.00018011520751945348,0.9993075556585541,0.5450890064239502
10,6.0,2,50,351,7.870557886573929e-05,0.1264871796035968,8.659739592076221e-15,0.00018011520751945348,0.9993075556585541,0.5450890064239502
10,6.0,2,100,301,0.0001255134407114979,-0.9286569361964236,1.554312234475219e-14,0.00018011520751945348,0.9993075556585541,0.5450890064239502
10,6.0,2,200,201,0.00023407172512811828,-4.8502585862729655,2.9753977059954195e-14,0.00018011520751945348,0.9993075556585541,0.5450890064239502
10,8.0,0,1,400,2.8797867250067844e-07,0.9983944330411036,4.440892098500626e-16,0.0004164323022914432,0.9988474470680113,0.5634822845458984
10,8.0,0,10,391,2.1707603577659482e-05,0.8752080156798888,2.3471500349273833e-05,0.0004164323022914432,0.9988474470680113,0.5634822845458984
10,8.0,0,50,351,0.00011610789617348185,0.2143462205772655,6.075176977992917e-05,0.0004164323022914432,0.9988474470680113,0.5634822845458984
10,8.0,0,100,301,8.123852472937484e-05,0.29963518716311577,7.329536936146395e-05,0.0004164323022914432,0.9988474470680113,0.5634822845458984
10,8.0,0,200,201,7.80038968906994e-05,-0.15783287917177424,9.037167785124504e-05,0.0004164323022914432,0.9988474470680113,0.5634822845458984
10,8.0,1,1,400,2.1088174883358815e-08,0.9998151978165813,5.551115123125783e-16,9.221248418177844e-05,0.9994951776323201,0.570310115814209
10,8.0,1,10,391,1.813175513608237e-06,0.9832682891585476,2.1094237467877974e-15,9.221248418177844e-05,0.9994951776323201,0.570310115814209
10,8.0,1,50,351,2.4951234812357382e-05,0.7381141790873134,9.103828801926284e-15,9.221248418177844e-05,0.9994951776323201,0.570310115814209
10,8.0,1,100,301,4.45010111883175e-05,0.400782886599478,1.7430501486614958e-14,9.221248418177844e-05,0.9994951776323201,0.570310115814209
10,8.0,1,200,201,3.001899985687924e-05,0.3788882366029114,3.430589146091734e-14,9.221248418177844e-05,0.9994951776323201,0.570310115814209
10,8.0,2,1,400,1.8728650602727384e-07,0.9989215576446869,4.440892098500626e-16,0.00030514949165069233,0.9990787286955073,0.5410299301147461
10,8.0,2,10,391,1.5123240990914149e-05,0.9049384627752772,6.661338147750939e-16,0.00030514949165069233,0.9990787286955073,0.5410299301147461
10,8.0,2,50,351,0.00016739197566540814,-0.23248450681160748,1.7763568394002505e-15,0.00030514949165069233,0.9990787286955073,0.5410299301147461
10,8.0,2,100,301,0.00024523212360457716,-1.5129277884897476,2.886579864025407e-15,0.00030514949165069233,0.9990787286955073,0.5410299301147461
10,8.0,2,200,201,0.0004069890886514972,-5.765222920655313,0.0005393698360115714,0.00030514949165069233,0.9990787286955073,0.5410299301147461
10,10.0,0,1,400,3.6673434811272574e-07,0.99855479913419,5.292532691148254e-07,0.0006684620196750463,0.9983496433782793,0.5629258155822754
10,10.0,0,10,391,2.6213570219009486e-05,0.8936755511545874,7.575469841404072e-06,0.0006684620196750463,0.9983496433782793,0.5629258155822754
10,10.0,0,50,351,0.00012780308152392878,0.3873422199588088,0.0001923658642381311,0.0006684620196750463,0.9983496433782793,0.5629258155822754
10,10.0,0,100,301,9.869579279098301e-05,0.39947680015132603,0.00018785539990692692,0.0006684620196750463,0.9983496433782793,0.5629258155822754
10,10.0,0,200,201,8.6417693129444e-05,0.09044149712883987,0.00015810045479568467,0.0006684620196750463,0.9983496433782793,0.5629258155822754
10,10.0,1,1,400,2.3679692994376676e-08,0.9998539685582996,4.440892098500626e-16,0.00014609581876979188,0.9993777915800813,0.5640838146209717
10,10.0,1,10,391,1.9919551501079343e-06,0.9870802545426947,1.9984014443252818e-15,0.00014609581876979188,0.9993777915800813,0.5640838146209717
10,10.0,1,50,351,2.9113231976505077e-05,0.784755899413998,7.771561172376096e-15,0.00014609581876979188,0.9993777915800813,0.5640838146209717
10,10.0,1,100,301,5.141324980852078e-05,0.5136037895549619,1.3988810110276972e-14,0.00014609581876979188,0.9993777915800813,0.5640838146209717
10,10.0,1,200,201,3.9415725475957894e-05,0.4257777635220631,2.6867397195928788e-14,0.00014609581876979188,0.9993777915800813,0.5640838146209717
10,10.0,2,1,400,3.23084247800491e-07,0.9985943425915681,4.440892098500626e-16,0.00048716849493727824,0.998736955430316,0.5463957786560059
10,10.0,2,10,391,2.6145069583208856e-05,0.8755467541073422,0.00013533084615355761,0.00048716849493727824,0.998736955430316,0.5463957786560059
