task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
CartPole-v1,kahkm_nlms,15,8.0,1e-06,2000,1000,1.437849998474121,0.37381910120817896,0.4367977474685883
