task,method,metric_space,train_error,train_r2,test_error,test_r2,simplex_violation
MountainCar-v0,kahkm_nlms,own_association,0.0029361784543731166,0.9892361925492625,0.00217664017885724,0.9907315289885185,8.881784197001252e-16
MountainCar-v0,kmeans_hard_nlms,own_association,0.33794953878506717,0.6323936775294849,0.3213115191668122,0.6422569512203655,2.220446049250313e-16
MountainCar-v0,kmeans_distance_nlms,own_association,0.06883500450544153,0.9028902023363925,0.06426464536583631,0.9053957418688038,1.5543122344752192e-15
MountainCar-v0,kmeans_rbf_nlms,own_association,0.0008775095836722645,0.9953130305750657,0.0007596741889674375,0.9956538629738849,6.661338147750939e-16
MountainCar-v0,state_dmd,kahkm_association_of_predicted_state,nan,nan,5.435645880050831e-06,0.9999768541779402,4.440892098500626e-16
MountainCar-v0,state_edmd_poly2,kahkm_association_of_predicted_state,nan,nan,4.231744434657553e-06,0.9999819805767616,5.551115123125783e-16
MountainCar-v0,state_edmd_poly3,kahkm_association_of_predicted_state,nan,nan,2.9655265264262944e-06,0.9999873723287336,4.440892098500626e-16
