task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
MountainCar-v0,kahkm_nlms,50,8.0,1e-06,977,491,0.5439560413360596,0.019416689252211024,0.014605018967559478
