task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
MountainCar-v0,kahkm_nlms,50,2.0,1e-06,977,491,0.5116820335388184,0.006068416444674777,0.005057275158715853
