rollout_mode,horizon,n_runs,relative_association_error_mean,relative_association_error_std,relative_association_error_min,relative_association_error_max,association_r2_mean,association_r2_std,simplex_violation_mean,simplex_violation_max
raw_clip_renorm_each_step,1,3,2.084479857338832e-05,2.245754992020278e-05,6.793965900624122e-07,4.504695318608621e-05,0.9860743152735857,0.013374657989085952,4.810966440042345e-16,5.551115123125783e-16
raw_clip_renorm_each_step,2,3,4.034110054062703e-05,4.377736804971981e-05,1.9424661038166215e-06,8.801174734515758e-05,0.9730177327380116,0.025834269588747922,4.440892098500626e-16,4.440892098500626e-16
raw_clip_renorm_each_step,5,3,0.0001113453775718085,0.00011804717140473069,8.9723036376712e-06,0.0002404738799786491,0.924774748025777,0.06867114436344327,4.440892098500626e-16,4.440892098500626e-16
raw_clip_renorm_each_step,10,3,0.00024188088924611227,0.00024132445203263743,2.981393249123728e-05,0.0005044653035466454,0.8328229298741364,0.13815815355402708,4.070817756958907e-16,4.440892098500626e-16
raw_clip_renorm_each_step,20,3,0.0005143032282775586,0.00046559517076480184,9.259502478373781e-05,0.0010139487882932614,0.6236280610964992,0.262835203044706,4.440892098500626e-16,4.440892098500626e-16
raw_clip_renorm_each_step,50,3,0.00102378561074041,0.0007428496868890701,0.0003055620361890028,0.0017890277096528331,-0.1053692583821948,0.6511687221031178,4.070817756958907e-16,4.440892098500626e-16
raw_clip_renorm_each_step,100,3,0.0010727494107960309,0.0006504304138897767,0.00041341017832485045,0.0017138890186938394,-0.8453013039101972,1.3311021934098655,4.440892098500626e-16,4.440892098500626e-16
raw_clip_renorm_each_step,200,3,0.0010474735518341582,0.0006909288215386532,0.0004883511675524787,0.0018199031401815,-5.713535796243508,5.510876760659316,4.440892098500626e-16,4.440892098500626e-16
raw_free,1,3,2.087488663081775e-05,2.2477300928691032e-05,6.870653233891937e-07,4.509564973592526e-05,0.9860524344295271,0.013385056481444295,0.00012355114070132457,0.00018042512111800322
raw_free,2,3,4.04520069210099e-05,4.384954386262857e-05,1.9732320126420024e-06,8.819262957867152e-05,0.972936822490095,0.025871041542372724,0.0002447661764425795,0.00034440096825941765
raw_free,5,3,0.00011184806694217556,0.00011838197731980637,9.155118929149741e-06,0.00024132847324089194,0.9244042379061354,0.06882692553400152,0.0005613558136580086,0.0007422387239295968
raw_free,10,3,0.00024282621849383654,0.00024206967607418638,3.047475518379273e-05,0.0005064118294360997,0.8321063911634304,0.13840429874961563,0.0010064718523571342,0.001454747356985549
raw_free,20,3,0.0005112680120624205,0.00046517184511326275,9.462595369808308e-05,0.001013173597867589,0.6259310771582814,0.26141868412405084,0.001823670991696933,0.00267306269663109
raw_free,50,3,0.0009309904904578094,0.0006784326952671817,0.00030855069578634433,0.0016541538893984355,-0.00941635950520292,0.5883491490745427,0.0039014464873534153,0.006253017782742929
