abstraction,horizon,n_starts,relative_association_error,association_r2,simplex_violation,seed
kahkm_folding_nlms,1,300,7.553990523704365e-07,0.9988380937857112,2.3275125109620167e-05,0
kahkm_folding_nlms,2,299,2.115901822765701e-06,0.9967320765039245,5.121617234396005e-05,0
kahkm_folding_nlms,5,296,9.667151770603976e-06,0.9849057919191755,0.00012798219826737098,0
kahkm_folding_nlms,10,291,3.156059068188595e-05,0.9498656012784696,0.0002485588834139334,0
kahkm_folding_nlms,20,281,9.327335449878681e-05,0.844581561823917,0.00044722875468032966,0
kahkm_folding_nlms,50,251,0.000249273939964305,0.4271539638488595,0.000849258374720878,0
kahkm_folding_nlms,100,201,0.00032403125380148695,-0.025029341421172857,0.0028742253168826323,0
kahkm_folding_nlms,200,101,0.0002803864901426894,-0.7981136238507849,0.0026558590272373825,0
kmeans_hard_nlms,1,300,0.014999259042417916,0.9476607741230765,0.0,0
kmeans_hard_nlms,2,299,0.032630171837046563,0.8864384151197524,1.1102230246251565e-16,0
kmeans_hard_nlms,5,296,0.09255387591584792,0.6804381938744115,2.220446049250313e-16,0
kmeans_hard_nlms,10,291,0.18790164048365943,0.35984475306578845,6.661338147750939e-16,0
kmeans_hard_nlms,20,281,0.3096671764581216,-0.02668919719137297,1.1102230246251565e-15,0
kmeans_hard_nlms,50,251,0.26120354596567275,-0.1437367667072107,2.886579864025407e-15,0
kmeans_hard_nlms,100,201,1.781705795676621e-05,nan,6.217248937900877e-15,0
kmeans_hard_nlms,200,101,1.760859107809054e-05,nan,1.3100631690576847e-14,0
kmeans_distance_nlms,1,300,0.0013326072946955158,0.9924830120421176,0.0010196962966656361,0
kmeans_distance_nlms,2,299,0.0048686607852499,0.9725545323546578,0.0019518362330669776,0
kmeans_distance_nlms,5,296,0.026014823019508318,0.8536497615084485,0.004275443023556162,0
kmeans_distance_nlms,10,291,0.08288086079475074,0.5356738737510851,0.0068514352255375464,0
kmeans_distance_nlms,20,281,0.21503423579938907,-0.18302752878426554,0.00877568600011174,0
kmeans_distance_nlms,50,251,0.3219427104205899,-0.9758535781651196,0.005632228012456403,0
kmeans_distance_nlms,100,201,0.13836486108160997,-1.1954445957555975,0.0009720803837236417,0
kmeans_distance_nlms,200,101,0.22190989791539215,-1.9287527011389538,5.2843102790053e-06,0
kmeans_rbf_nlms,1,300,6.315732425640926e-05,0.9923960296375468,0.0003004995342593955,0
kmeans_rbf_nlms,2,299,0.00023827957947112239,0.9710743497080635,0.0006843024069103859,0
kmeans_rbf_nlms,5,296,0.0013919757381292564,0.8276990680763261,0.001715601079139167,0
kmeans_rbf_nlms,10,291,0.0050821934854916664,0.35885120807330284,0.0030722243267446263,0
kmeans_rbf_nlms,20,281,0.016365760521822252,-1.0821174255530237,0.012383668301801133,0
kmeans_rbf_nlms,50,251,0.03953931157159531,-5.232036713604288,0.014321119652675848,0
kmeans_rbf_nlms,100,201,0.020274534214875517,-4.273739450412074,0.00870379656268248,0
kmeans_rbf_nlms,200,101,0.0203901679492005,-6.575105711727907,0.0032610408660570696,0
kahkm_folding_nlms,1,300,6.870653233891931e-07,0.9992224817173452,4.4948241369699846e-05,1
kahkm_folding_nlms,2,299,1.973232012641997e-06,0.9977635277352229,9.41332213145111e-05,1
kahkm_folding_nlms,5,296,9.155118929149758e-06,0.9895638332898272,0.00023490316863710098,1
kahkm_folding_nlms,10,291,3.047475518379304e-05,0.9647119123719112,0.00045021065824048126,1
kahkm_folding_nlms,20,281,9.462595369808491e-05,0.8835819191992412,0.0008394798437032866,1
kahkm_folding_nlms,50,251,0.0003085506957863576,0.5149795581507515,0.0016844603682915895,1
kahkm_folding_nlms,100,201,0.0004014656043356706,0.1826383155003659,0.0019003900272745108,1
kahkm_folding_nlms,200,101,0.00044356256929359674,-2.158563877098996,0.000524784119085013,1
kmeans_hard_nlms,1,300,0.03371092423888073,0.9306518129943024,0.0,1
kmeans_hard_nlms,2,299,0.07803163992672746,0.8392602156431023,1.1102230246251565e-16,1
kmeans_hard_nlms,5,296,0.23378938197807886,0.5163237192115382,4.440892098500626e-16,1
kmeans_hard_nlms,10,291,0.4715805244687543,0.016406147967029883,6.661338147750939e-16,1
kmeans_hard_nlms,20,281,0.7400327834609062,-0.575033116303413,1.3322676295501878e-15,1
kmeans_hard_nlms,50,251,0.9292342166665172,-1.200852815195761,2.886579864025407e-15,1
kmeans_hard_nlms,100,201,0.8500398752865719,-0.8271153969702485,5.551115123125783e-15,1
kmeans_hard_nlms,200,101,1.1803345507038667,-5.615710303148431,1.0658141036401503e-14,1
kmeans_distance_nlms,1,300,0.003277672723386463,0.990384776773077,1.426158237779063e-05,1
kmeans_distance_nlms,2,299,0.01226838449149112,0.9639131044388858,2.6132940666725262e-05,1
kmeans_distance_nlms,5,296,0.06593034174418115,0.8043389537255118,4.947270617244867e-05,1
kmeans_distance_nlms,10,291,0.20889351435987136,0.3691683040373973,5.769498820607199e-05,1
kmeans_distance_nlms,20,281,0.538316838665859,-0.6989864485796569,1.2436665357034567e-05,1
