abstraction,horizon,n_runs,relative_association_error_mean,relative_association_error_std,relative_association_error_min,relative_association_error_max,association_r2_mean,association_r2_std,simplex_violation_mean,simplex_violation_max
kahkm_folding_nlms,1,3,5.737725136831163e-06,8.688887839951954e-06,6.870653233891931e-07,1.577071103473386e-05,0.9942355258207591,0.008306994910240048,2.2741122159921367e-05,4.4948241369699846e-05
kahkm_folding_nlms,2,3,1.23305940787772e-05,1.7816064462829507e-05,1.973232012641997e-06,3.2902648400923906e-05,0.9874711980537864,0.01694142656591059,4.844979788634209e-05,9.41332213145111e-05
kahkm_folding_nlms,5,3,3.588634791052394e-05,4.585712796067821e-05,9.155118929149758e-06,8.883677303181808e-05,0.9624635065820656,0.042968327213474114,0.00012096178896834235,0.00023490316863710098
kahkm_folding_nlms,10,3,8.631590869794771e-05,9.578089264505062e-05,3.047475518379304e-05,0.00019691238022816415,0.9065012211941953,0.08827924198065831,0.0002329231805518046,0.00045021065824048126
kahkm_folding_nlms,20,3,0.00021080890043499232,0.00020240728184576866,9.327335449878681e-05,0.0004445273931081052,0.7579641337566597,0.18483261714055196,0.0004289028661284642,0.0008394798437032866
kahkm_folding_nlms,50,3,0.0004932373110461511,0.00037240306327716025,0.000249273939964305,0.0009218872973877906,0.26715714756077436,0.35590128562873363,0.0008445729143387844,0.0016844603682915895
kahkm_folding_nlms,100,3,0.0005400966183537235,0.00030960646050885515,0.00032403125380148695,0.000894792996924013,-0.42308167839270344,0.8754716632135129,0.0015915384480546385,0.0028742253168826323
kahkm_folding_nlms,200,3,0.0005436722462826648,0.0003251135014361131,0.0002803864901426894,0.000907067679411708,-3.3186951849123667,3.259362152356968,0.001060214382111536,0.0026558590272373825
kmeans_distance_nlms,1,3,0.0019158556940508135,0.0011834047127522711,0.0011372870640704623,0.003277672723386463,0.9923508898143748,0.0019034940344573373,0.0006255936496292047,0.0010196962966656361
kmeans_distance_nlms,2,3,0.007115326318268782,0.00447485378157194,0.004208933678065324,0.01226838449149112,0.971668720811707,0.007352838425142584,0.0011992837766829076,0.0019518362330669776
kmeans_distance_nlms,5,3,0.037982910150065635,0.02428614308363337,0.022003565686507433,0.06593034174418115,0.8489129331323991,0.042404456048177046,0.0026145402761579006,0.004275443023556162
kmeans_distance_nlms,10,3,0.11902826384088545,0.07831987338771787,0.06531041636803424,0.20889351435987136,0.5260056631872169,0.15223368519501632,0.004146645019805215,0.0068514352255375464
kmeans_distance_nlms,20,3,0.2955771805617798,0.21414654023160015,0.13338046722009125,0.538316838665859,-0.19362364801648335,0.5001489312650206,0.00520661181544464,0.00877568600011174
kmeans_distance_nlms,50,3,0.5100691938037478,0.5558567651271132,0.07268811759833994,1.1355767533923136,-1.4087132496715915,1.6169180484443366,0.003268339160451347,0.005632228012456403
kmeans_distance_nlms,100,3,0.41052540311354974,0.5634907342671688,0.03477729749765152,1.0584340507613879,-1.358826500978969,1.4031478790662804,0.0007095186886055798,0.0011357848256702077
kmeans_distance_nlms,200,3,0.5829581677887006,0.8086278092845003,0.017753099820997344,1.5092115056297122,-8.32260578837441,12.02477321577762,0.00019433501503659763,0.0005568171464815092
kmeans_hard_nlms,1,3,0.021163909322775277,0.010866578917205974,0.014781544687027188,0.03371092423888073,0.9411072404887454,0.009151216937747684,3.700743415417188e-17,1.1102230246251565e-16
kmeans_hard_nlms,2,3,0.04749944448991294,0.026444634404289267,0.0318365217059648,0.07803163992672746,0.869192913482553,0.02602247753520907,1.4802973661668753e-16,2.220446049250313e-16
kmeans_hard_nlms,5,3,0.13836851374859768,0.08265863907537928,0.08876228335186627,0.23378938197807886,0.6233690553398462,0.09277179228038193,4.070817756958907e-16,5.551115123125783e-16
kmeans_hard_nlms,10,3,0.27912446049430856,0.1667469776857512,0.17789121653051188,0.4715805244687543,0.2435010132640791,0.19668980074449374,7.401486830834377e-16,8.881784197001252e-16
