abstraction,horizon,n_runs,relative_association_error_mean,relative_association_error_std,relative_association_error_min,relative_association_error_max,association_r2_mean,association_r2_std,simplex_violation_mean,simplex_violation_max
kmeans_hard_nlms,20,3,0.43000387048194577,0.2707230916856028,0.24031165152680956,0.7400327834609062,-0.18863725348553173,0.3360846274329885,1.4802973661668755e-15,1.9984014443252818e-15
kmeans_hard_nlms,50,3,0.42601090614721754,0.44436500855885286,0.0875949558094626,0.9292342166665172,-0.46325775273987646,0.6406738913252649,3.552713678800501e-15,4.884981308350689e-15
kmeans_hard_nlms,100,3,0.28335273320916504,0.49076546111335245,5.07282966382594e-07,0.8500398752865719,-0.8271153969702485,nan,7.216449660063518e-15,9.880984919163893e-15
kmeans_hard_nlms,200,3,0.3934508773741597,0.6814612509806031,4.7282753420744497e-07,1.1803345507038667,-5.615710303148431,nan,1.4506914188435378e-14,1.9761969838327786e-14
kmeans_rbf_nlms,1,3,6.87064370022356e-05,2.0260983676693647e-05,5.1798184369627564e-05,9.116380238067e-05,0.9949600549138475,0.0027843209972653244,0.00040979523244605835,0.0005405937020900787
kmeans_rbf_nlms,2,3,0.00025612811121164124,8.362528739766155e-05,0.00018286806514603146,0.00034723668901776993,0.9809854861160631,0.010904607780288992,0.0011854057153522467,0.0018468945801194177
kmeans_rbf_nlms,5,3,0.0014511966664503449,0.0005211025424524078,0.0009622345503610702,0.001999379710860708,0.8892605605274757,0.06749781105681094,0.003425975954553713,0.005096084982695093
kmeans_rbf_nlms,10,3,0.005083797415770977,0.0019936487273561165,0.003090951137452321,0.007078247624368942,0.5962422706022384,0.26102692168626274,0.0063370397262908175,0.008845812692095988
kmeans_rbf_nlms,20,3,0.01531726017279276,0.006993688168274079,0.0078585194287682,0.021727500567787838,-0.3173905204791154,0.8993663529848213,0.012419995433888489,0.012981642078735393
kmeans_rbf_nlms,50,3,0.03404253194919218,0.022923442702579382,0.008870420643209899,0.053717863632771305,-2.9293663915271364,2.9637613830411156,0.018270290493987807,0.02075662598788544
kmeans_rbf_nlms,100,3,0.02345318156446781,0.01368758001618596,0.011634597219379175,0.03845041325914874,-2.663452237399607,2.323273087155957,0.009339335096342436,0.01731337065793246
kmeans_rbf_nlms,200,3,0.024497259821783024,0.017814113686035755,0.009095391306345232,0.04400622020980333,-12.405838441206624,14.627551871453518,0.0051426979218313525,0.012133852278540577
