task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
MountainCar-v0,kahkm_nlms,10,12.0,1e-06,977,491,0.5750570297241211,0.016152442482385457,0.011991023761201492
