task,method,n_clusters,omega,tau,train_transitions,test_transitions,fit_seconds,train_error,test_error
CartPole-v1,kahkm_nlms,50,12.0,1e-06,2000,1000,1.2112650871276855,0.255148336784356,0.4137527561480157
